image,det_idx,yolo_conf,box,gt_class,raw_ocr,norm_ocr,ocr_conf,orientation,pp_variant,exact_match,is_floor,is_icon,iou
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,11,0.8388,"16,166,167,328",20,20,20,0.9982,flipped,clahe,True,True,False,0.8963
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,12,0.8388,"39,682,177,820",11,11,11,0.9994,flipped,clahe,True,True,False,0.899
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,13,0.837,"9,0,163,147",23,23,23,0.9129,flipped,clahe,True,True,False,0.8029
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,14,0.8363,"221,342,378,502",16,16,16,1.0,flipped,clahe,True,True,False,0.8614
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,15,0.8346,"216,156,378,323",19,0,0,0.9941,flipped,clahe,False,True,False,0.9305
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,16,0.8335,"54,990,184,1121",5,5,5,1.0,flipped,gray,True,True,False,0.7352
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,17,0.8294,"24,346,172,499",17,17,17,1.0,flipped,clahe,True,True,False,0.8779
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,18,0.826,"436,0,609,122",21,,,0.0,original,gray,False,True,False,0.7694
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,19,0.8255,"33,518,175,664",14,14,14,0.9999,flipped,gray,True,True,False,0.8277
12_mp4-0021_jpg.rf.51fd969472d3a690a9c0abc4acbedaf1,20,0.81,"217,0,377,135",22,0,0,0.6848,original,clahe,False,True,False,0.9231
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,0,0.8677,"249,311,402,470",19,19,19,0.9964,original,gray,True,True,False,0.8465
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,1,0.8657,"249,129,404,293",22,22,22,0.9978,original,clahe,True,True,False,0.8408
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,2,0.8593,"48,833,197,974",9,,,0.0,original,gray,False,True,False,0.7995
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,3,0.8579,"253,487,397,637",16,16,16,1.0,original,clahe,True,True,False,0.8394
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,4,0.8562,"256,816,391,957",10,10,10,1.0,original,otsu,True,True,False,0.8969
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,5,0.8531,"455,139,600,297",23,23,23,1.0,original,clahe,True,True,False,0.8325
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,6,0.8531,"446,806,578,937",11,11,11,0.9987,original,gray,True,True,False,0.8991
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,7,0.8521,"439,954,571,1083",8,8,8,1.0,original,clahe,True,True,False,0.7998
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,8,0.8519,"445,648,584,787",14,14,14,1.0,original,gray,True,True,False,0.8193
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,9,0.8514,"448,486,590,630",17,17,17,0.9999,original,clahe,True,True,False,0.8591
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,10,0.8501,"42,664,197,809",12,12,12,1.0,original,gray,True,True,False,0.8296
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,11,0.8465,"27,111,195,285",21,21,21,0.9999,original,clahe,True,True,False,0.9229
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,12,0.8455,"451,316,596,468",20,20,20,1.0,original,clahe,True,True,False,0.7396
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,13,0.8448,"31,306,194,469",18,8,8,1.0,flipped,gray,False,True,False,0.7901
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,14,0.8448,"38,488,195,641",15,5,5,1.0,original,otsu,False,True,False,0.9055
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,15,0.842,"253,657,395,797",13,13,13,1.0,original,otsu,True,True,False,0.92
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,16,0.8278,"255,975,389,1101",7,,,0.0,original,gray,False,True,False,0.7565
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,17,0.8277,"52,993,197,1132",5,6,6,1.0,original,gray,False,True,False,0.6514
12_mp4-0022_jpg.rf.034ff96c13ddf42f888cdb95873e9792,18,0.7852,"455,0,602,120",26,26,26,0.1968,original,clahe,True,True,False,0.6862
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,0,0.8763,"38,52,210,228",24,21,21,0.2066,original,clahe,False,True,False,0.8341
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,1,0.8583,"468,88,614,246",26,26,26,0.9997,original,clahe,True,True,False,0.8254
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,2,0.8573,"262,71,420,237",25,95,95,0.9762,original,otsu,False,True,False,0.8919
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,3,0.856,"455,595,593,736",17,17,17,0.9995,original,clahe,True,True,False,0.8893
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,4,0.855,"53,430,210,587",18,8,8,1.0,flipped,clahe,False,True,False,0.9192
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,5,0.8547,"265,601,407,744",16,16,16,1.0,original,gray,True,True,False,0.903
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,6,0.8505,"266,922,401,1054",10,0,0,1.0,flipped,clahe,False,True,False,0.7234
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,7,0.8486,"56,607,209,756",15,5,5,0.9993,original,otsu,False,True,False,0.8548
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,8,0.8483,"265,431,412,583",19,19,19,0.9996,original,clahe,True,True,False,0.8557
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,9,0.8461,"264,252,416,415",22,22,22,0.9996,original,clahe,True,True,False,0.8673
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,10,0.8449,"48,245,211,413",21,21,21,1.0,original,clahe,True,True,False,0.8249
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,11,0.8446,"61,776,209,919",12,2,2,1.0,original,otsu,False,True,False,0.9271
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,12,0.8428,"265,764,406,905",13,13,13,1.0,original,clahe,True,True,False,0.9031
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,13,0.8423,"453,754,589,889",14,14,14,0.9999,original,clahe,True,True,False,0.9062
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,14,0.8408,"452,907,581,1033",11,11,11,0.999,original,clahe,True,True,False,0.8353
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,15,0.8403,"63,940,209,1077",9,,,0.0,original,gray,False,True,False,0.8165
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,16,0.8285,"460,431,602,578",20,20,20,1.0,original,clahe,True,True,False,0.8492
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,17,0.8261,"464,263,606,415",23,23,23,0.999,original,clahe,True,True,False,0.843
12_mp4-0023_jpg.rf.96ead4a4bff4150337c6ce8487bcc69e,18,0.7874,"447,1052,574,1136",8,8,8,1.0,flipped,clahe,True,True,False,0.9057
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,0,0.8668,"44,783,197,932",15,15,15,0.9954,original,gray,True,True,False,0.8514
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,1,0.8564,"451,435,592,582",23,23,23,0.9676,original,clahe,True,True,False,0.9065
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,2,0.8548,"40,609,195,764",18,18,18,1.0,original,gray,True,True,False,0.8246
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,3,0.8536,"443,914,576,1045",14,14,14,1.0,original,clahe,True,True,False,0.8334
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,4,0.8506,"255,933,391,1065",13,13,13,0.9999,original,clahe,True,True,False,0.8972
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,5,0.8499,"25,47,197,226",27,,,0.0,original,gray,False,True,False,0.967
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,6,0.8497,"37,430,197,592",21,21,21,0.9997,original,clahe,True,True,False,0.9636
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,7,0.8494,"445,759,582,898",17,17,17,0.9241,original,gray,True,True,False,0.9298
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,8,0.8477,"255,769,395,913",16,16,16,1.0,original,clahe,True,True,False,0.8433
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,9,0.8475,"251,253,406,418",25,25,25,0.9635,original,clahe,True,True,False,0.8881
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,10,0.846,"45,950,196,1090",12,12,12,0.9998,original,otsu,True,True,False,0.8882
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,11,0.8459,"253,434,401,588",22,22,22,0.9886,original,clahe,True,True,False,0.9012
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,12,0.8454,"447,600,587,743",20,20,20,0.9624,original,clahe,True,True,False,0.9198
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,13,0.844,"454,264,601,418",26,26,26,0.9984,original,clahe,True,True,False,0.6992
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,14,0.8428,"254,604,399,752",19,19,19,0.9949,original,gray,True,True,False,0.8486
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,15,0.8303,"458,82,604,247",29,(,,0.9338,flipped,clahe,False,True,False,0.8253
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,16,0.8292,"250,59,410,237",28,28,28,0.9331,original,clahe,True,True,False,0.8341
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,17,0.8218,"31,242,195,415",24,24,24,0.7109,original,clahe,True,True,False,0.8838
12_mp4-0024_jpg.rf.1400d14620125fcc5574fe45890d5fac,18,0.7449,"438,1062,568,1136",11,11),11,0.2892,original,otsu,True,True,False,0.7266
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,0,0.8681,"232,907,376,1045",16,16,16,1.0,original,gray,True,True,False,0.8271
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,1,0.8543,"423,890,559,1024",17,17,17,0.9996,original,clahe,True,True,False,0.8503
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,2,0.8529,"231,741,378,886",19,19,19,0.9975,original,gray,True,True,False,0.9596
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,3,0.8509,"232,570,380,722",22,22,22,0.9999,original,gray,True,True,False,0.8081
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,4,0.8509,"24,926,173,1069",15,15,15,0.9992,original,clahe,True,True,False,0.8406
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,5,0.8494,"17,752,173,904",18,18,18,1.0,original,clahe,True,True,False,0.8658
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,6,0.8483,"6,390,174,558",24,24,24,0.9998,original,clahe,True,True,False,0.8757
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,7,0.8481,"431,567,572,712",23,23,23,0.9999,original,gray,True,True,False,0.7838
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,8,0.8474,"15,574,173,731",21,21,21,1.0,original,clahe,True,True,False,0.9004
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,9,0.8463,"428,731,567,871",20,20,20,1.0,original,clahe,True,True,False,0.8643
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,10,0.844,"230,394,382,556",25,25,25,0.9998,original,clahe,True,True,False,0.8006
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,11,0.8426,"1,196,173,374",27,27,27,0.9808,original,clahe,True,True,False,0.8614
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,12,0.8416,"0,0,178,179",30,6,6,0.2858,flipped,gray,False,True,False,0.9111
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,13,0.8413,"436,217,586,385",29,29,29,0.3894,original,gray,True,True,False,0.8127
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,14,0.8408,"229,196,388,380",28,28,28,0.9989,original,clahe,True,True,False,0.9289
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,15,0.8324,"432,399,578,552",26,26,26,0.9994,original,gray,True,True,False,0.7229
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,16,0.7998,"419,1041,556,1136",14,14,14,0.9999,original,clahe,True,True,False,0.7956
12_mp4-0025_jpg.rf.117a54459ca1c2a0905352f69bcffc14,17,0.7839,"232,1066,369,1136",13,13,13,0.9978,original,gray,True,True,False,0.8654
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,0,0.869,"271,1020,413,1136",16,16,16,1.0,flipped,clahe,True,True,False,0.8092
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,1,0.8666,"479,118,640,303",30,30,30,0.9969,flipped,clahe,True,True,False,0.9289
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,2,0.8595,"476,513,636,677",24,24,24,0.9998,flipped,clahe,True,True,False,0.8171
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,3,0.8569,"74,512,213,662",26,26,26,1.0,flipped,clahe,True,True,False,0.8572
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,4,0.8555,"471,1043,630,1136",15,15,15,0.9999,flipped,otsu,True,True,False,0.865
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,5,0.8539,"475,697,634,855",21,21,21,1.0,flipped,clahe,True,True,False,0.9334
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,6,0.8518,"479,321,640,496",27,27,27,0.9989,flipped,clahe,True,True,False,0.9414
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,7,0.8518,"268,857,417,1003",19,"1,9",19,0.7983,flipped,gray,True,True,False,0.8735
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,8,0.8483,"75,677,216,823",23,23,23,1.0,flipped,otsu,True,True,False,0.8214
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,9,0.8475,"86,997,222,1135",17,17,17,0.9994,flipped,otsu,True,True,False,0.8374
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,10,0.8441,"270,687,416,838",22,2,2,1.0,flipped,otsu,False,True,False,0.8104
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,11,0.8427,"267,513,414,669",25,25,25,1.0,flipped,clahe,True,True,False,0.7357
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,12,0.8395,"474,876,632,1025",18,18,18,1.0,flipped,gray,True,True,False,0.757
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,13,0.8383,"79,840,218,981",20,20,20,1.0,flipped,clahe,True,True,False,0.7765
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,14,0.8361,"263,323,413,497",28,28,28,0.9995,flipped,clahe,True,True,False,0.8373
12_mp4-0026_jpg.rf.2e57e4c63571d34b31c9916af45a22aa,15,0.8291,"69,339,208,496",29,,,0.0,original,gray,False,True,False,0.8661
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,0,0.8542,"161,822,297,957",16,16,16,0.9946,flipped,clahe,True,True,False,0.9309
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,1,0.8489,"284,81,475,300",15,5,5,0.9404,flipped,clahe,False,True,False,0.8802
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,2,0.8489,"89,390,242,564",18,18,18,0.9966,flipped,clahe,True,True,False,0.756
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,3,0.8461,"131,624,268,773",17,17,17,0.9995,flipped,clahe,True,True,False,0.8383
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,4,0.8446,"350,615,498,773",13,13,13,1.0,flipped,clahe,True,True,False,0.8235
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,5,0.8381,"371,823,519,962",12,12,12,0.9999,flipped,clahe,True,True,False,0.895
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,6,0.8336,"35,122,212,324",19,10,10,0.9894,flipped,gray,False,True,False,0.8746
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,7,0.8248,"318,369,484,556",14,14,14,0.9903,flipped,clahe,True,True,False,0.9037
13_mp4-0005_jpg.rf.3934dce94c5ee1392ca7b66c5030d57d,8,0.762,"0,820,95,950",20,20,20,1.0,flipped,gray,True,True,False,0.8669
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,0,0.8659,"367,119,545,318",23,23,23,0.9699,original,clahe,True,True,False,0.8134
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,1,0.8658,"90,372,261,547",18,18,18,1.0,original,gray,True,True,False,0.8476
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,2,0.8585,"70,822,218,960",16,16,16,1.0,original,clahe,True,True,False,0.8121
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,3,0.8572,"101,80,290,288",19,10,10,0.9977,original,gray,False,True,False,0.957
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,4,0.8524,"82,613,237,770",17,17,17,0.9998,original,clahe,True,True,False,0.7463
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,5,0.8503,"343,389,496,560",22,22,22,1.0,original,gray,True,True,False,0.8267
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,6,0.8499,"320,625,456,770",21,2,2,1.0,original,otsu,False,True,False,0.8372
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,7,0.8427,"533,631,640,776",25,25,25,1.0,original,gray,True,True,False,0.9072
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,8,0.8406,"295,823,429,957",20,20,20,1.0,original,gray,True,True,False,0.9131
13_mp4-0007_jpg.rf.91f696e102ddfb7c759c430eccbc332b,9,0.8296,"502,825,624,953",24,24,24,1.0,original,clahe,True,True,False,0.8694
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,0,0.8599,"317,409,474,581",26,26,26,1.0,original,clahe,True,True,False,0.7999
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,1,0.8551,"52,624,211,786",21,21,21,1.0,original,gray,True,True,False,0.9027
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,2,0.8549,"506,653,639,801",29,29,29,1.0,original,clahe,True,True,False,0.7991
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,3,0.8533,"63,380,237,565",22,22,22,1.0,original,clahe,True,True,False,0.8128
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,4,0.8519,"40,837,186,981",20,20,20,0.9938,original,clahe,True,True,False,0.9217
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,5,0.8511,"293,640,433,793",25,25,25,0.9998,original,clahe,True,True,False,0.8783
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,6,0.8508,"264,841,402,981",24,24,24,0.9999,original,clahe,True,True,False,0.8963
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,7,0.838,"346,139,526,340",27,27,27,0.9979,original,clahe,True,True,False,0.857
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,8,0.837,"85,99,267,309",23,23,23,0.9999,original,clahe,True,True,False,0.8645
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,9,0.8166,"471,845,598,981",28,28,28,1.0,original,clahe,True,True,False,0.9016
13_mp4-0015_jpg.rf.4c391251103dcbe363ff01f1333cb71d,10,0.8008,"543,431,640,598",30,J6,J6,0.4197,flipped,gray,False,True,False,0.7504
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,0,0.8611,"317,409,473,579",26,26,26,1.0,original,gray,True,True,False,0.8145
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,1,0.8556,"264,841,401,981",24,24,24,1.0,original,otsu,True,True,False,0.8901
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,2,0.8554,"293,640,433,792",25,25,25,0.9999,original,clahe,True,True,False,0.8726
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,3,0.8539,"40,837,186,980",20,20,20,1.0,original,otsu,True,True,False,0.9279
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,4,0.8536,"506,655,639,799",29,29,29,1.0,original,clahe,True,True,False,0.8213
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,5,0.8528,"52,624,210,786",21,21,21,1.0,original,gray,True,True,False,0.9081
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,6,0.8501,"63,380,237,564",22,22,22,1.0,original,clahe,True,True,False,0.8172
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,7,0.842,"86,100,267,308",23,23,23,0.9996,original,clahe,True,True,False,0.8682
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,8,0.8411,"347,139,525,339",27,27,27,1.0,original,clahe,True,True,False,0.8624
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,9,0.8238,"471,846,597,980",28,28,28,1.0,original,clahe,True,True,False,0.8941
13_mp4-0015_jpg.rf.ba100d543aef7fa767b86d74769ed0d0,10,0.8032,"544,432,640,597",30,3,3,0.9988,original,otsu,False,True,False,0.7674
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,0,0.8519,"305,422,466,598",18,18,18,1.0,flipped,gray,True,True,False,0.8404
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,1,0.8507,"73,443,222,610",22,22,22,1.0,flipped,clahe,True,True,False,0.8978
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,2,0.8482,"366,869,512,1008",16,16,16,0.9054,flipped,clahe,True,True,False,0.8564
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,3,0.8466,"156,873,290,1006",20,20,20,1.0,flipped,clahe,True,True,False,0.8222
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,4,0.8457,"259,136,445,347",19,10,10,0.9801,flipped,gray,False,True,False,0.8165
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,5,0.8441,"119,673,255,821",21,21,21,1.0,flipped,clahe,True,True,False,0.9154
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,6,0.8389,"21,181,183,374",23,,,0.0,original,gray,False,True,False,0.858
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,7,0.8384,"338,661,486,816",17,17,17,0.9999,flipped,clahe,True,True,False,0.8971
13_mp4-0017_jpg.rf.8fd12933ae72372b76228aa3c2c7732f,9,0.7788,"0,874,90,1004",24,24,24,1.0,flipped,clahe,True,True,False,0.8308
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,0,0.8627,"327,666,478,826",9,,,0.0,original,gray,False,True,False,0.7723
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,1,0.8433,"243,141,428,350",11,,,0.0,original,gray,False,True,False,0.7523
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,2,0.841,"288,425,457,605",10,10,10,1.0,flipped,clahe,True,True,False,0.8947
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,3,0.8382,"516,94,639,313",7,,,0.0,original,gray,False,True,False,0.726
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,4,0.8379,"149,879,287,1014",12,12,12,0.9999,flipped,clahe,True,True,False,0.8649
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,5,0.8371,"112,678,248,828",13,13,13,0.9999,flipped,gray,True,True,False,0.8093
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,6,0.8365,"361,876,506,1017",8,8,8,1.0,flipped,clahe,True,True,False,0.8678
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,7,0.8303,"6,187,167,380",15,15,15,0.8114,flipped,gray,True,True,False,0.7838
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,8,0.8294,"60,451,212,618",14,14,14,0.9999,flipped,clahe,True,True,False,0.8462
13_mp4-0020_jpg.rf.ed02b0917d05fd1cdd2878ccd77d1c3c,9,0.7796,"0,880,87,1011",16,16,16,0.9845,flipped,clahe,True,True,False,0.8776
13_mp4-0027_jpg.rf.196e0de2d6ed767992c4110a4ca00130,0,0.8568,"87,494,254,670",2,2,2,1.0,flipped,clahe,True,True,False,0.7898
13_mp4-0027_jpg.rf.196e0de2d6ed767992c4110a4ca00130,1,0.8492,"173,947,323,1087",B1,Ta,TA,0.9039,original,gray,False,True,False,0.952
13_mp4-0027_jpg.rf.196e0de2d6ed767992c4110a4ca00130,2,0.843,"135,734,289,894",1,,,0.0,original,gray,False,True,False,0.903
13_mp4-0027_jpg.rf.196e0de2d6ed767992c4110a4ca00130,3,0.8397,"31,207,212,416",3,2,2,0.6104,flipped,clahe,False,True,False,0.7903
13_mp4-0027_jpg.rf.196e0de2d6ed767992c4110a4ca00130,4,0.7715,"0,945,103,1084",B1,,,0.0,original,gray,False,True,False,0.8316
13_mp4-0028_jpg.rf.1a7d9e113fb0053487216f9c612de369,0,0.8484,"478,551,624,718",2,2,2,1.0,original,clahe,True,True,False,0.7054
13_mp4-0028_jpg.rf.1a7d9e113fb0053487216f9c612de369,1,0.8409,"401,977,539,1117",B1,67,67,0.4874,original,clahe,False,True,False,0.8235
13_mp4-0028_jpg.rf.1a7d9e113fb0053487216f9c612de369,3,0.8274,"437,776,580,931",1,,,0.0,original,gray,False,True,False,0.8196
14_mp4-0001_jpg.rf.4f5736c507c92c5363b5362a693f53c9,0,0.8597,"215,718,436,917",Up,,,0.0,original,gray,False,False,True,0.9581
